ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente
100,Montre,14.0,,2024-05-08
49,Cravate,13.9,,19/11/2023
67,Chemise,,32.34,13/12/2023
87,Pull,2.4,,2025-01-22
74,Robe,4.5,54.91,2024-09-18
95,Cravate,17.6,30.63,invalid_date
46,Chaussures,15.8,,invalid_date
1,Chemise,,,invalid_date
36,Montre,,45.81,2024-07-17
68,Lunettes de soleil,10.1,,invalid_date
100,Chaussures,9.7,,14/12/2023
89,Chemise,1.2,44.15,09/09/2023
47,Robe,,,invalid_date
44,Pull,,,26/01/2025
52,Robe,9.6,98.13,2024-01-15
93,Robe,,87.07,2024-12-23
95,Chaussures,10.0,,2024-08-06
81,Pull,,32.59,27/04/2024
13,Chaussures,,52.89,20/05/2024
96,Pull,,,13/01/2024
3,Lunettes de soleil,3.3,61.92,29/03/2024
46,Pull,,,2023-12-19
49,Robe,9.8,,08/06/2024
81,Lunettes de soleil,17.1,,2024-04-26
41,Pull,,,21/06/2023
57,Pull,,47.26,2025-04-11
17,Cravate,13.6,,2024-12-12
13,Pantalon,,59.36,02/12/2023
68,Pantalon,3.0,,31/07/2023
30,Cravate,,66.38,invalid_date
22,Chemise,,,20/03/2025
60,Robe,11.4,97.26,invalid_date
77,Montre,,,05/01/2025
62,Cravate,,,18/02/2025
20,Robe,1.2,,invalid_date
2,Montre,,,03/01/2025
77,Cravate,,,05/10/2023
32,Chaussures,,84.56,28/06/2024
11,Lunettes de soleil,,,29/04/2024
25,Pantalon,,,invalid_date
58,Robe,,26.9,2023-10-09
7,Chemise,4.5,35.39,invalid_date
57,Chemise,5.4,11.33,06/06/2024
54,Robe,,,invalid_date
5,Pull,2.5,,2024-02-16
70,Montre,,83.55,2024-02-04
99,Cravate,,32.24,2024-10-23
59,Pantalon,10.9,,23/09/2023
21,Chemise,15.1,,2024-02-02
47,Chemise,17.4,97.59,invalid_date
56,Pull,,,2023-12-31
2,Chemise,,71.96,11/02/2025
99,Pantalon,,,invalid_date
8,Chemise,7.8,73.12,2023-06-19
63,Cravate,,,invalid_date
25,Chemise,,,2023-12-04
63,Montre,,27.08,invalid_date
45,Pull,,88.09,2024-03-30
68,Chaussures,,,2024-06-24
100,Lunettes de soleil,14.9,,invalid_date
31,Pull,,,invalid_date
20,Robe,,19.94,2024-05-14
17,Chaussures,17.6,19.63,2023-07-03
5,Lunettes de soleil,,14.42,invalid_date
92,Pantalon,1.2,69.02,29/12/2024
82,Chemise,,83.98,invalid_date
35,Chemise,,17.01,invalid_date
13,Pantalon,,27.05,invalid_date
81,Chaussures,,,invalid_date
59,Lunettes de soleil,17.8,,invalid_date
44,Chaussures,,,invalid_date
42,Pull,,,invalid_date
31,Cravate,,,24/08/2023
51,Chemise,,63.62,22/09/2024
1,Robe,19.7,87.01,invalid_date
36,Chaussures,,42.01,23/11/2024
47,Cravate,,,invalid_date
28,Pantalon,,25.56,invalid_date
83,Robe,,17.06,02/04/2024
45,Lunettes de soleil,8.9,88.28,invalid_date
84,Chemise,,14.87,30/04/2025
70,Chaussures,7.2,,14/05/2024
97,Pantalon,,80.77,2023-08-21
44,Pantalon,10.0,,2025-02-26
52,Lunettes de soleil,15.7,,invalid_date
26,Montre,8.5,60.51,2024-11-28
10,Robe,,71.63,2024-06-20
86,Lunettes de soleil,,,invalid_date
84,Chemise,15.6,,invalid_date
19,Montre,1.9,,2024-05-22
97,Pantalon,3.1,31.87,23/07/2024
2,Pull,14.2,,2023-09-11
43,Cravate,15.1,,invalid_date
62,Chaussures,14.2,43.89,19/06/2024
22,Chemise,,14.78,2024-12-21
50,Robe,,87.79,23/03/2025
84,Lunettes de soleil,,55.77,22/12/2023
63,Pantalon,,60.46,2025-01-11
32,Robe,,77.0,08/04/2024
88,Pull,,,2024-02-09
81,Robe,17.7,,2025-01-22
20,Pull,18.0,,invalid_date
87,Cravate,8.9,,invalid_date
43,Montre,11.3,68.72,2024-12-05
40,Chaussures,9.2,69.06,19/08/2024
9,Pantalon,4.5,,15/10/2024
53,Robe,,23.68,2024-06-05
17,Chaussures,,64.5,invalid_date
30,Cravate,,,2024-07-13
65,Montre,,,04/02/2024
61,Chaussures,4.1,12.9,03/01/2025
53,Cravate,15.1,78.2,2024-07-17
57,Montre,,,15/05/2025
100,Chemise,,,invalid_date
96,Chemise,,51.12,2023-10-15
67,Lunettes de soleil,19.7,60.19,2023-11-23
38,Montre,,,19/11/2023
22,Lunettes de soleil,6.6,72.1,13/01/2025
83,Montre,2.7,26.18,24/06/2023
53,Pull,9.6,50.83,20/12/2024
12,Robe,7.2,74.65,2024-05-23
15,Montre,13.0,,invalid_date
66,Chaussures,,13.95,16/03/2024
73,Chaussures,4.1,26.1,26/01/2025
40,Robe,,35.99,2025-02-17
17,Cravate,,,09/06/2024
70,Chemise,,,28/08/2023
53,Montre,2.5,,invalid_date
81,Cravate,1.9,,2024-02-03
19,Chemise,,39.8,2023-08-07
14,Lunettes de soleil,19.9,70.49,27/04/2024
96,Pull,18.7,,03/07/2024
49,Pantalon,15.4,36.35,2025-04-28
89,Robe,,57.22,invalid_date
8,Pantalon,11.9,,04/04/2024
78,Pull,,,invalid_date
94,Montre,10.4,89.53,invalid_date
38,Cravate,1.0,51.84,invalid_date
27,Lunettes de soleil,,41.47,2023-12-13
82,Cravate,,,10/11/2024
65,Pull,15.6,,07/10/2024
93,Chemise,16.8,,invalid_date
62,Montre,16.1,,invalid_date
43,Montre,,93.5,invalid_date
39,Pull,11.5,,12/03/2024
9,Chaussures,6.3,,invalid_date
69,Chaussures,,26.86,10/04/2025
91,Pull,,,2024-12-31
48,Montre,,,2025-03-29
15,Pull,15.9,,invalid_date
4,Montre,18.2,,invalid_date
68,Robe,15.7,79.25,invalid_date
87,Chaussures,4.9,51.34,2025-05-06
40,Chemise,14.1,40.0,2023-11-14
67,Robe,,67.5,23/04/2024
26,Cravate,,79.55,01/01/2025
20,Chaussures,6.2,96.25,2024-09-25
70,Pull,,,invalid_date
32,Chaussures,,58.65,2024-04-30
4,Montre,18.2,19.53,2024-11-11
55,Lunettes de soleil,,,13/06/2023
26,Pantalon,,61.1,invalid_date
60,Pantalon,,52.35,2025-01-29
79,Robe,,,24/02/2024
59,Montre,,,20/04/2024
22,Robe,15.6,,invalid_date
14,Pull,11.6,,06/04/2024
76,Lunettes de soleil,5.5,,01/11/2024
9,Pull,,,invalid_date
44,Cravate,4.3,,2023-10-01
76,Montre,7.2,83.98,06/09/2024
52,Pantalon,,39.47,2025-03-28
28,Chaussures,17.9,78.14,02/11/2024
69,Robe,,,11/06/2024
73,Robe,,,2025-04-30
75,Chemise,,,2023-09-10
48,Chemise,,,2024-05-14
31,Lunettes de soleil,,,12/05/2024
49,Lunettes de soleil,11.4,52.74,invalid_date
50,Pull,17.0,35.96,2023-05-29
2,Pantalon,13.3,,invalid_date
56,Chaussures,,,invalid_date
24,Montre,,44.62,2024-10-29
55,Chemise,12.0,,18/07/2023
70,Pull,1.6,,2024-04-29
75,Montre,19.3,,09/01/2024
67,Pantalon,10.9,32.07,invalid_date
82,Robe,,58.15,02/12/2023
59,Montre,,,08/03/2025
22,Chemise,,,2024-01-11
81,Montre,12.0,,invalid_date
80,Chemise,6.4,21.41,12/08/2023
33,Chaussures,,87.21,invalid_date
15,Chaussures,18.3,,2024-08-08
34,Cravate,10.2,40.86,2024-08-10
77,Chaussures,,79.33,invalid_date
57,Chaussures,,,2023-06-08
7,Chaussures,,37.12,24/03/2024
88,Lunettes de soleil,10.0,,2023-12-21
37,Montre,,96.56,2024-08-03
69,Pull,,,15/01/2025
35,Robe,,,29/06/2023
99,Cravate,15.0,56.8,04/09/2024
71,Chemise,13.8,11.08,invalid_date
14,Montre,,32.67,2025-02-26
80,Pantalon,2.1,95.54,invalid_date
16,Pantalon,17.3,43.84,2025-01-13
90,Chaussures,,69.44,invalid_date
59,Robe,,33.16,19/02/2024
100,Chemise,,,27/09/2024
23,Montre,2.3,64.93,invalid_date
63,Pantalon,,29.65,29/10/2024
92,Robe,3.0,,01/12/2024
3,Montre,3.8,,15/10/2024
20,Pull,18.2,,03/03/2025
56,Lunettes de soleil,17.0,58.61,20/09/2024
89,Montre,,,22/04/2025
8,Pantalon,,,05/10/2024
83,Cravate,4.4,97.08,16/01/2024
90,Lunettes de soleil,,,invalid_date
25,Chaussures,1.7,74.78,14/08/2024
50,Pantalon,,,2024-02-29
5,Pull,2.1,46.5,invalid_date
86,Montre,18.9,76.69,2025-04-27
5,Chaussures,10.3,52.41,2024-01-30
90,Chaussures,1.3,91.42,05/10/2023
79,Chaussures,16.9,83.6,2023-10-24
64,Cravate,2.2,,13/07/2024
16,Chaussures,7.1,78.78,01/03/2024
9,Pantalon,,,invalid_date
22,Montre,5.6,,2025-04-30
3,Montre,2.5,26.15,invalid_date
84,Robe,,72.31,2023-12-07
82,Robe,,31.53,invalid_date
89,Chemise,,65.08,invalid_date
39,Pull,9.0,27.27,invalid_date
47,Cravate,9.8,34.88,2024-02-09
20,Montre,10.5,70.31,2023-08-19
83,Pull,,,2023-07-19
14,Chemise,18.6,24.22,13/11/2023
66,Pantalon,2.3,,28/10/2024
26,Pull,5.4,39.35,2024-12-04
95,Lunettes de soleil,,90.22,08/03/2025
75,Montre,,,2025-02-04
50,Pull,3.6,,2024-03-01
43,Chaussures,1.6,35.25,23/03/2024
59,Lunettes de soleil,,,invalid_date
21,Chaussures,12.0,,2024-07-11
76,Montre,,,invalid_date
32,Cravate,7.2,90.26,invalid_date
1,Lunettes de soleil,19.6,99.21,11/12/2023
68,Lunettes de soleil,10.1,50.72,2024-08-18
72,Chemise,,95.49,28/09/2024
38,Cravate,13.3,,2025-05-21
91,Montre,17.3,,2023-08-14
91,Lunettes de soleil,,66.41,invalid_date
10,Lunettes de soleil,,,14/09/2024
97,Robe,14.3,80.89,invalid_date
43,Chemise,,89.92,01/05/2025
47,Montre,,42.98,invalid_date
91,Cravate,,31.48,invalid_date
62,Cravate,15.3,,invalid_date
88,Lunettes de soleil,6.3,,27/04/2025
65,Pantalon,,,invalid_date
89,Pantalon,,,2024-10-07
37,Pantalon,,20.08,07/09/2023
20,Cravate,10.9,36.39,19/06/2023
45,Lunettes de soleil,9.4,36.24,2024-01-13
30,Pull,,,05/08/2023
76,Montre,9.7,,2023-11-20
34,Cravate,,79.28,2024-07-12
46,Robe,9.7,65.68,invalid_date
69,Robe,4.5,85.54,2024-03-05
31,Pantalon,,,12/11/2024
48,Chaussures,4.9,,2024-07-14
48,Montre,11.3,58.03,2024-08-20
52,Montre,,93.5,2024-12-06
95,Pull,,,invalid_date
86,Chaussures,,40.48,invalid_date
62,Chemise,3.6,,invalid_date
29,Montre,,14.95,invalid_date
68,Cravate,,27.61,invalid_date
58,Pantalon,,,invalid_date
78,Chemise,,,06/11/2023
50,Pull,,,invalid_date
12,Cravate,,,16/03/2025
37,Chaussures,,,2024-02-27
76,Pantalon,,,2024-11-04
76,Lunettes de soleil,,,21/04/2025
23,Montre,14.5,,24/02/2024
71,Montre,,,26/03/2024
72,Montre,5.3,,invalid_date
82,Montre,,,invalid_date
83,Cravate,,54.37,invalid_date
96,Pull,,,invalid_date
16,Pull,10.7,86.08,invalid_date
8,Chaussures,7.1,42.16,27/08/2024
47,Lunettes de soleil,,,invalid_date
82,Pantalon,10.8,78.82,invalid_date
42,Pull,,,2023-11-27
69,Pull,16.6,,02/08/2024
100,Montre,8.8,19.22,invalid_date
29,Cravate,16.1,47.56,2025-02-24
17,Chemise,,72.19,29/10/2023
77,Pull,,12.59,2024-08-19
17,Chaussures,,21.28,2025-02-11
55,Pantalon,,78.16,2023-11-18
14,Chemise,16.1,,2025-01-12
9,Robe,13.7,80.41,invalid_date
26,Chaussures,13.7,,invalid_date
45,Pull,4.1,55.44,2023-12-23
75,Chemise,11.0,96.78,invalid_date
1,Pantalon,,42.98,02/12/2023
87,Pantalon,,,2025-01-31
66,Cravate,,21.13,invalid_date
18,Montre,,60.14,2025-03-24
42,Montre,,,invalid_date
57,Cravate,,,2024-02-24
9,Montre,,,invalid_date
14,Lunettes de soleil,9.3,,28/01/2024
89,Pantalon,15.1,15.82,04/10/2023
26,Lunettes de soleil,,,invalid_date
99,Robe,,,18/12/2024
66,Robe,,,03/07/2024
64,Cravate,12.9,12.68,2023-08-18
64,Chemise,,,2023-07-10
39,Pantalon,,81.35,15/01/2025
85,Montre,,58.82,2024-02-27
56,Pantalon,,,14/08/2023
5,Chemise,,89.62,16/06/2024
56,Chaussures,,53.87,invalid_date
87,Montre,,52.83,invalid_date
8,Lunettes de soleil,,,26/04/2025
42,Chemise,1.5,,14/10/2024
95,Chemise,,,11/01/2024
46,Lunettes de soleil,7.7,,invalid_date
11,Pantalon,17.5,40.38,invalid_date
42,Chemise,,,10/03/2025
3,Montre,,,17/04/2024
74,Pantalon,16.4,72.18,13/08/2023
64,Pull,,,2024-06-05
64,Pantalon,17.0,35.86,30/04/2024
74,Lunettes de soleil,16.3,74.59,invalid_date
44,Robe,,,2023-07-23
84,Robe,,,2024-09-05
54,Lunettes de soleil,,70.44,2023-07-12
81,Chaussures,12.0,,17/09/2024
82,Lunettes de soleil,18.8,,18/08/2024
19,Cravate,,,25/11/2024
9,Cravate,,84.13,12/03/2024
88,Cravate,8.7,23.5,2024-08-28
40,Montre,,47.98,2024-01-06
21,Robe,,,invalid_date
71,Chaussures,13.2,,2024-04-20
8,Pantalon,,,17/11/2024
86,Pantalon,8.5,31.24,invalid_date
86,Robe,10.4,31.43,08/10/2024
43,Lunettes de soleil,16.3,94.2,2025-04-02
14,Chaussures,,,invalid_date
8,Montre,11.1,,05/11/2023
88,Cravate,19.3,,06/05/2024
3,Chemise,17.0,72.16,15/11/2023
71,Lunettes de soleil,,91.28,invalid_date
31,Montre,,,08/05/2024
12,Cravate,6.7,,invalid_date
53,Chemise,6.2,,03/08/2023
95,Lunettes de soleil,,74.56,2024-01-19
90,Robe,,,19/10/2024
89,Chemise,15.5,66.71,2023-12-05
52,Cravate,,61.82,2023-09-17
32,Chaussures,,,24/05/2024
62,Chaussures,,81.96,2023-07-13
54,Pull,,95.03,2025-02-26
3,Cravate,,27.84,2023-08-02
52,Lunettes de soleil,12.4,,2023-08-05
73,Pantalon,,,invalid_date
64,Pantalon,5.3,,31/08/2023
96,Montre,,87.07,07/07/2023
94,Cravate,,81.32,31/07/2024
34,Cravate,12.7,,2024-07-31
2,Montre,,,invalid_date
28,Lunettes de soleil,,16.58,2024-04-05
43,Cravate,,99.71,2025-03-30
33,Lunettes de soleil,,70.41,invalid_date
6,Chaussures,,,2024-04-14
12,Pull,,22.76,02/12/2024
6,Chaussures,,,31/12/2023
34,Robe,,,invalid_date
63,Chaussures,,14.79,2024-02-19
30,Chaussures,,,19/06/2024
15,Montre,,,19/09/2023
64,Pantalon,17.1,21.13,2024-10-13
37,Chaussures,,60.69,invalid_date
1,Chaussures,8.9,,invalid_date
13,Pull,1.5,45.48,27/07/2024
20,Chemise,,,invalid_date
85,Chemise,7.3,,24/12/2023
94,Chaussures,5.0,,13/11/2023
8,Pantalon,,,2025-02-06
31,Lunettes de soleil,2.7,,30/07/2024
83,Chaussures,,,invalid_date
78,Chaussures,7.8,84.88,09/09/2024
58,Lunettes de soleil,,,02/10/2024
79,Chaussures,,,11/06/2023
87,Cravate,13.3,93.76,12/05/2025
60,Lunettes de soleil,,37.04,invalid_date
39,Cravate,,61.17,2024-11-10
66,Pantalon,,,09/10/2023
33,Pantalon,15.6,,2023-12-20
24,Lunettes de soleil,,,16/01/2024
76,Montre,,,09/02/2024
24,Cravate,,88.45,26/05/2023
69,Chemise,1.1,,27/03/2025
89,Lunettes de soleil,,,invalid_date
87,Lunettes de soleil,16.3,21.26,2024-10-13
15,Chemise,14.2,87.31,09/09/2023
84,Chaussures,,85.79,2024-12-17
39,Montre,,11.96,2023-06-14
95,Montre,,,invalid_date
32,Cravate,,14.58,2023-11-05
81,Lunettes de soleil,,,2024-04-12
63,Lunettes de soleil,,30.87,invalid_date
3,Lunettes de soleil,12.0,,19/01/2024
15,Montre,,,2024-12-02
21,Robe,,40.95,invalid_date
29,Pull,,,invalid_date
92,Lunettes de soleil,,81.64,invalid_date
27,Robe,14.1,70.04,2023-09-19
26,Chaussures,12.5,,12/09/2024
31,Cravate,11.6,,26/10/2024
87,Chaussures,4.3,,19/12/2023
15,Cravate,3.3,,17/10/2024
99,Chemise,,90.67,invalid_date
7,Montre,16.2,97.72,invalid_date
6,Pantalon,4.2,,2024-04-07
94,Robe,,75.93,2023-11-05
83,Pull,7.4,21.07,18/08/2023
54,Chemise,,40.72,2024-02-14
35,Pull,,42.46,2023-08-16
97,Lunettes de soleil,16.0,,29/10/2024
59,Pull,,23.1,invalid_date
67,Pantalon,,46.15,21/10/2024
8,Lunettes de soleil,15.4,91.23,invalid_date
92,Robe,,,24/03/2024
2,Robe,18.1,,invalid_date
27,Montre,,,2023-05-27
5,Pull,8.4,,2024-01-11
12,Robe,10.9,,2025-01-07
100,Robe,14.8,,06/12/2023
81,Pull,3.4,50.39,31/01/2024
44,Cravate,16.3,,invalid_date
92,Chaussures,14.6,19.47,22/12/2024
59,Pantalon,,84.56,2024-04-20
8,Lunettes de soleil,,29.33,12/03/2024
87,Lunettes de soleil,,,invalid_date
55,Montre,,,2023-11-16
19,Chaussures,,21.64,invalid_date
28,Montre,10.0,,2024-10-21
78,Lunettes de soleil,,61.46,invalid_date
20,Pantalon,,,2024-03-25
19,Chaussures,,,23/06/2023
28,Chaussures,,,2024-04-24
6,Lunettes de soleil,,,06/05/2025
61,Chaussures,,,2023-07-21
94,Pull,,,11/08/2024
70,Chemise,,76.23,2024-04-19
91,Chemise,,60.49,invalid_date
72,Pantalon,4.7,96.16,10/04/2024
65,Chemise,3.3,,2024-01-01
32,Montre,,46.16,07/06/2023
3,Pull,,,02/10/2023
33,Pantalon,3.2,,2025-02-02
24,Robe,15.6,,invalid_date
22,Chemise,,26.33,05/05/2025
50,Pantalon,,,29/07/2023
16,Chemise,4.8,,2024-04-25
35,Chemise,,15.89,26/11/2023
82,Cravate,18.4,34.22,2024-04-24
98,Chaussures,,50.14,2024-03-28
48,Chaussures,,,2023-07-22
1,Montre,,68.78,2025-03-28
8,Montre,,,09/02/2024
81,Cravate,,14.09,04/02/2024
12,Lunettes de soleil,14.3,,29/09/2023
27,Pull,,,21/06/2024
32,Pull,,,2024-09-24
89,Chaussures,13.3,64.79,2024-07-07
87,Chaussures,,78.62,invalid_date
84,Pantalon,,,17/02/2024
77,Pull,8.3,,2024-02-18
57,Chemise,5.2,,2025-02-16
12,Robe,16.4,,13/09/2023
5,Robe,10.4,,2023-11-21
36,Montre,4.2,69.39,2023-09-12
76,Chaussures,15.2,33.37,invalid_date
94,Robe,4.6,,invalid_date
72,Montre,,67.69,31/12/2024
56,Lunettes de soleil,,54.6,invalid_date
29,Chemise,,,2023-10-06
51,Cravate,7.4,99.12,invalid_date
55,Pantalon,18.4,,2024-05-16
81,Pantalon,,,01/01/2025
32,Pantalon,,,invalid_date
31,Pantalon,,,invalid_date
16,Pantalon,19.5,43.97,2025-04-06
8,Montre,,15.92,invalid_date
7,Robe,,,2024-09-18
77,Chemise,,81.56,20/09/2024
84,Chemise,,62.9,2024-01-22
2,Pantalon,12.3,91.39,invalid_date
66,Robe,,,2024-05-20
32,Chaussures,16.1,,invalid_date
84,Pull,6.9,,invalid_date
44,Robe,8.0,56.59,2024-08-23
31,Chemise,9.0,97.89,2024-02-19
44,Cravate,,,invalid_date
73,Pull,,39.58,07/05/2024
6,Montre,5.2,67.49,05/07/2023
80,Cravate,,,2024-03-03
52,Chaussures,16.7,42.65,20/07/2023
4,Pantalon,,,2024-10-03
4,Cravate,4.8,,invalid_date
23,Pull,17.1,26.07,2024-09-10
34,Pantalon,1.4,44.1,15/03/2024
27,Robe,,82.85,invalid_date
80,Lunettes de soleil,17.7,20.66,2024-07-25
25,Lunettes de soleil,,63.96,2024-12-15
98,Cravate,,,2023-06-22
7,Robe,,28.83,09/02/2025
85,Pantalon,,,09/10/2024
67,Montre,,,invalid_date
64,Montre,,67.43,2024-09-02
29,Cravate,9.6,,16/09/2023
49,Chaussures,,32.91,2023-07-09
97,Pantalon,,30.72,09/02/2025
66,Pull,,,02/03/2025
41,Robe,8.3,,invalid_date
10,Pull,,85.83,16/06/2024
30,Pantalon,,13.45,03/10/2023
26,Pull,,27.16,invalid_date
95,Robe,,,26/04/2024
52,Chemise,10.0,87.89,2024-04-27
93,Cravate,,,06/09/2024
11,Pull,,,2023-09-22
57,Montre,17.2,43.72,03/05/2025
95,Chemise,,,17/03/2024
88,Lunettes de soleil,,39.35,invalid_date
5,Chaussures,,,30/10/2024
27,Lunettes de soleil,,26.95,01/07/2023
73,Montre,,18.39,invalid_date
71,Chaussures,,12.42,2024-10-05
50,Robe,,69.36,02/02/2024
8,Pull,10.9,,28/07/2024
21,Pantalon,,53.04,17/03/2024
27,Chaussures,,,2023-12-28
78,Robe,,34.79,2024-12-04
58,Pantalon,16.7,,24/04/2025
60,Chemise,,,30/03/2025
90,Robe,8.4,47.35,invalid_date
94,Lunettes de soleil,9.7,72.87,16/08/2024
90,Chemise,5.6,,invalid_date
9,Cravate,,99.32,17/02/2024
10,Pantalon,,46.91,12/10/2024
27,Chemise,9.8,,17/10/2024
44,Lunettes de soleil,,,2024-03-21
91,Chaussures,,53.63,2024-08-26
71,Cravate,,,2025-05-19
22,Chemise,12.5,,2024-01-17
10,Chemise,13.9,49.66,2024-03-09
92,Chemise,18.0,49.79,invalid_date
67,Pantalon,,49.96,2025-02-11
99,Lunettes de soleil,15.6,43.72,2024-10-23
12,Chemise,9.0,40.34,invalid_date
86,Pantalon,5.2,81.72,invalid_date
22,Chemise,8.9,,invalid_date
81,Cravate,,94.5,2024-10-04
28,Pantalon,7.8,,2024-04-14
50,Cravate,9.7,,invalid_date
80,Pull,1.8,,2024-02-27
92,Chaussures,5.8,,invalid_date
99,Chaussures,,,2024-02-11
43,Chemise,,44.41,invalid_date
76,Chemise,5.4,,2023-11-13
80,Pantalon,,54.89,2023-09-19
49,Cravate,13.2,,invalid_date
43,Chaussures,6.3,,invalid_date
37,Chemise,,40.85,invalid_date
7,Cravate,16.2,,invalid_date
42,Chaussures,9.4,,2024-12-15
25,Chemise,13.1,94.44,2024-07-03
23,Cravate,5.5,,07/02/2024
22,Cravate,5.7,,06/01/2025
74,Montre,19.4,,2024-09-13
47,Lunettes de soleil,,,2024-08-27
62,Chemise,,,invalid_date
69,Chaussures,11.5,,25/02/2025
59,Robe,,16.47,invalid_date
61,Cravate,3.9,,08/02/2025
52,Lunettes de soleil,,,invalid_date
76,Pantalon,8.8,99.32,25/04/2024
73,Chaussures,,,invalid_date
91,Montre,,,28/10/2024
95,Cravate,5.6,,invalid_date
91,Chemise,14.3,,invalid_date
19,Robe,5.7,11.11,invalid_date
92,Lunettes de soleil,8.6,56.67,19/01/2025
22,Lunettes de soleil,,,invalid_date
40,Lunettes de soleil,15.3,,2024-07-09
35,Cravate,,72.91,2024-01-17
63,Chemise,,,invalid_date
56,Chaussures,4.4,73.36,28/02/2025
24,Pantalon,9.6,26.71,invalid_date
24,Cravate,,49.67,invalid_date
22,Pantalon,,21.22,14/05/2024
4,Cravate,10.1,,2025-01-08
86,Chemise,2.8,,13/03/2024
61,Pull,,,04/07/2024
31,Pull,,,24/09/2023
13,Chemise,,75.27,2025-02-14
78,Pantalon,,95.6,02/09/2024
58,Montre,10.8,,2023-09-06
82,Pull,,71.01,invalid_date
63,Lunettes de soleil,15.0,,invalid_date
90,Pantalon,,64.65,invalid_date
74,Chemise,3.4,,2024-07-25
58,Pantalon,10.2,31.9,invalid_date
90,Pantalon,3.0,,25/06/2024
99,Robe,,69.93,invalid_date
18,Montre,,88.47,invalid_date
44,Lunettes de soleil,,,2025-01-03
29,Robe,3.2,,invalid_date
76,Cravate,15.1,61.56,23/06/2024
49,Chemise,6.9,,25/02/2025
99,Pull,16.2,56.78,2024-04-25
51,Chemise,,,2025-04-28
64,Montre,,23.13,invalid_date
41,Robe,10.5,,invalid_date
28,Montre,,,2025-05-13
92,Cravate,17.1,73.04,2024-04-08
63,Lunettes de soleil,6.7,,14/06/2024
55,Montre,,,21/11/2023
90,Cravate,,,invalid_date
7,Robe,9.7,,invalid_date
62,Robe,18.0,29.63,invalid_date
84,Chemise,7.9,71.05,06/08/2023
55,Chaussures,18.6,,2025-03-03
7,Pantalon,,63.41,invalid_date
93,Lunettes de soleil,5.7,,12/09/2023
89,Chaussures,,79.83,20/06/2023
84,Lunettes de soleil,,43.06,2023-12-30
11,Pantalon,10.3,,22/05/2024
89,Pantalon,16.1,,25/02/2025
74,Chaussures,2.9,74.24,31/12/2024
90,Chemise,,15.75,2024-11-20
85,Pantalon,4.4,,10/09/2024
16,Chemise,3.4,68.74,invalid_date
33,Chemise,2.6,,invalid_date
22,Lunettes de soleil,19.6,32.35,invalid_date
38,Montre,,,invalid_date
69,Cravate,14.1,31.34,2024-07-21
39,Cravate,19.2,,2024-12-06
94,Lunettes de soleil,,33.46,14/04/2024
59,Pantalon,,94.62,invalid_date
27,Pantalon,,99.58,invalid_date
48,Chaussures,9.0,,24/08/2023
4,Cravate,2.5,,2023-06-28
43,Pantalon,,80.03,2024-04-12
36,Chemise,2.9,44.08,2025-01-27
23,Robe,,,invalid_date
74,Robe,11.5,90.69,01/03/2025
97,Lunettes de soleil,,52.92,13/06/2024
2,Chaussures,13.5,,2024-08-27
93,Pull,14.4,,invalid_date
59,Chaussures,,,10/08/2024
55,Cravate,6.8,,30/11/2024
12,Pantalon,2.5,95.04,invalid_date
8,Pantalon,,82.75,23/05/2023
87,Chaussures,10.1,46.49,invalid_date
1,Lunettes de soleil,,31.98,invalid_date
58,Chaussures,13.8,,2024-04-09
66,Pull,,54.6,22/10/2024
15,Pull,18.4,84.86,01/07/2024
39,Montre,6.6,,2024-02-26
40,Chemise,,15.17,invalid_date
59,Pull,6.7,10.46,21/01/2025
46,Chemise,,27.78,25/07/2024
16,Montre,,,20/03/2024
39,Pull,9.1,,2025-03-30
57,Montre,,77.24,26/09/2024
91,Cravate,,,06/03/2024
96,Pull,18.1,,invalid_date
35,Pantalon,,81.98,23/02/2024
97,Lunettes de soleil,,21.83,2025-01-23
17,Chaussures,7.5,79.06,2024-02-13
87,Pull,9.2,,13/10/2024
63,Pantalon,15.5,65.59,2024-09-20
36,Pantalon,17.4,,2025-01-10
61,Pantalon,14.3,26.98,2024-12-13
16,Chaussures,,99.14,02/09/2023
3,Cravate,2.7,,invalid_date
82,Cravate,,,invalid_date
7,Robe,,,invalid_date
54,Cravate,7.1,26.36,2023-10-04
85,Pull,,35.21,03/11/2024
24,Robe,,40.09,2024-05-16
86,Chemise,14.0,,invalid_date
100,Pull,,,2023-10-10
14,Chaussures,13.0,13.69,2023-09-03
91,Montre,18.6,,13/01/2025
93,Montre,19.8,58.02,2024-05-11
17,Cravate,,,25/10/2023
58,Pantalon,18.3,53.45,2023-06-25
77,Robe,14.2,36.07,invalid_date
25,Lunettes de soleil,10.4,,invalid_date
100,Lunettes de soleil,,28.62,2025-05-15
74,Cravate,12.3,,invalid_date
91,Robe,6.8,,invalid_date
16,Chaussures,5.3,36.27,04/12/2023
18,Robe,17.6,67.82,2023-06-19
69,Pantalon,,,17/10/2023
11,Robe,,,23/02/2024
8,Chemise,16.7,,2025-03-21
33,Chemise,11.2,,invalid_date
33,Cravate,16.5,39.18,invalid_date
81,Lunettes de soleil,4.0,,26/08/2023
19,Montre,2.8,51.35,2025-01-31
73,Montre,18.9,68.28,11/04/2025
21,Chaussures,16.5,16.25,19/12/2024
32,Montre,,19.02,invalid_date
97,Chemise,,44.56,2024-03-17
