ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente,Total_HT,Total_HT_normalise
37,Montre,,96.56,2024-08-03,,
99,Cravate,15.0,56.8,04/09/2024,852.0,0.43272761624983624
71,Chemise,13.8,11.08,invalid_date,152.904,0.07765937022894949
14,Montre,,32.67,2025-02-26,,
80,Pantalon,2.1,95.54,invalid_date,200.63400000000001,0.101901258871678
16,Pantalon,17.3,43.84,2025-01-13,758.4320000000001,0.38520477869436137
90,Chaussures,,69.44,invalid_date,,
59,Robe,,33.16,19/02/2024,,
23,Montre,2.3,64.93,invalid_date,149.339,0.07584872005062711
63,Pantalon,,29.65,29/10/2024,,
56,Lunettes de soleil,17.0,58.61,20/09/2024,996.37,0.5060525997686025
83,Cravate,4.4,97.08,16/01/2024,427.15200000000004,0.2169489046201292
25,Chaussures,1.7,74.78,14/08/2024,127.126,0.06456682035607593
5,Pull,2.1,46.5,invalid_date,97.65,0.04959607010187384
86,Montre,18.9,76.69,2025-04-27,1449.4409999999998,0.7361656676347169
5,Chaussures,10.3,52.41,2024-01-30,539.823,0.2741740844915908
90,Chaussures,1.3,91.42,05/10/2023,118.846,0.060361439296746526
79,Chaussures,16.9,83.6,2023-10-24,1412.8399999999997,0.717576156505186
16,Chaussures,7.1,78.78,01/03/2024,559.338,0.2840856800680175
3,Montre,2.5,26.15,invalid_date,65.375,0.03320371820696367
84,Robe,,72.31,2023-12-07,,
82,Robe,,31.53,invalid_date,,
89,Chemise,,65.08,invalid_date,,
39,Pull,9.0,27.27,invalid_date,245.43,0.12465297987816587
47,Cravate,9.8,34.88,2024-02-09,341.82400000000007,0.17361113227345548
20,Montre,10.5,70.31,2023-08-19,738.255,0.3749569557916935
14,Chemise,18.6,24.22,13/11/2023,450.492,0.2288032034033113
26,Pull,5.4,39.35,2024-12-04,212.49,0.10792287696822501
95,Lunettes de soleil,,90.22,08/03/2025,,
43,Chaussures,1.6,35.25,23/03/2024,56.400000000000006,0.028645349244707474
32,Cravate,7.2,90.26,invalid_date,649.8720000000001,0.3300675603609315
1,Lunettes de soleil,19.6,99.21,11/12/2023,1944.516,0.9876124101404538
68,Lunettes de soleil,10.1,50.72,2024-08-18,512.2719999999999,0.26018103454405644
72,Chemise,,95.49,28/09/2024,,
91,Lunettes de soleil,,66.41,invalid_date,,
97,Robe,14.3,80.89,invalid_date,1156.727,0.5874973208472117
43,Chemise,,89.92,01/05/2025,,
47,Montre,,42.98,invalid_date,,
91,Cravate,,31.48,invalid_date,,
37,Pantalon,,20.08,07/09/2023,,
20,Cravate,10.9,36.39,19/06/2023,396.651,0.20145756069614296
45,Lunettes de soleil,9.4,36.24,2024-01-13,340.656,0.17301790943803314
34,Cravate,,79.28,2024-07-12,,
46,Robe,9.7,65.68,invalid_date,637.096,0.3235786777022367
69,Robe,4.5,85.54,2024-03-05,384.93,0.1955045085951285
48,Montre,11.3,58.03,2024-08-20,655.739,0.33304738773714954
52,Montre,,93.5,2024-12-06,,
86,Chaussures,,40.48,invalid_date,,
29,Montre,,14.95,invalid_date,,
68,Cravate,,27.61,invalid_date,,
83,Cravate,,54.37,invalid_date,,
16,Pull,10.7,86.08,invalid_date,921.0559999999999,0.46780090060165397
8,Chaussures,7.1,42.16,27/08/2024,299.33599999999996,0.15203163584244245
82,Pantalon,10.8,78.82,invalid_date,851.256,0.4323497414300124
100,Montre,8.8,19.22,invalid_date,169.136,0.08590354237327735
29,Cravate,16.1,47.56,2025-02-24,765.7160000000001,0.38890429507553953
17,Chemise,,72.19,29/10/2023,,
77,Pull,,12.59,2024-08-19,,
17,Chaussures,,21.28,2025-02-11,,
55,Pantalon,,78.16,2023-11-18,,
9,Robe,13.7,80.41,invalid_date,1101.617,0.5595071577820374
45,Pull,4.1,55.44,2023-12-23,227.30399999999997,0.11544685221132954
75,Chemise,11.0,96.78,invalid_date,1064.58,0.5406962038817495
1,Pantalon,,42.98,02/12/2023,,
66,Cravate,,21.13,invalid_date,,
18,Montre,,60.14,2025-03-24,,
89,Pantalon,15.1,15.82,04/10/2023,238.882,0.12132727514670585
64,Cravate,12.9,12.68,2023-08-18,163.572,0.08307760756481011
39,Pantalon,,81.35,15/01/2025,,
85,Montre,,58.82,2024-02-27,,
5,Chemise,,89.62,16/06/2024,,
56,Chaussures,,53.87,invalid_date,,
87,Montre,,52.83,invalid_date,,
11,Pantalon,17.5,40.38,invalid_date,706.6500000000001,0.3589048943931301
74,Pantalon,16.4,72.18,13/08/2023,1183.752,0.6012232173603006
64,Pantalon,17.0,35.86,30/04/2024,609.62,0.3096237199744427
74,Lunettes de soleil,16.3,74.59,invalid_date,1215.817,0.617508911039938
54,Lunettes de soleil,,70.44,2023-07-12,,
9,Cravate,,84.13,12/03/2024,,
88,Cravate,8.7,23.5,2024-08-28,204.45,0.10383939101206457
40,Montre,,47.98,2024-01-06,,
86,Pantalon,8.5,31.24,invalid_date,265.53999999999996,0.13486677373119896
86,Robe,10.4,31.43,08/10/2024,326.872,0.16601706734602875
43,Lunettes de soleil,16.3,94.2,2025-04-02,1535.46,0.7798543962992648
3,Chemise,17.0,72.16,15/11/2023,1226.72,0.6230465039976516
71,Lunettes de soleil,,91.28,invalid_date,,
95,Lunettes de soleil,,74.56,2024-01-19,,
89,Chemise,15.5,66.71,2023-12-05,1034.0049999999999,0.5251672756342862
52,Cravate,,61.82,2023-09-17,,
62,Chaussures,,81.96,2023-07-13,,
54,Pull,,95.03,2025-02-26,,
3,Cravate,,27.84,2023-08-02,,
96,Montre,,87.07,07/07/2023,,
94,Cravate,,81.32,31/07/2024,,
28,Lunettes de soleil,,16.58,2024-04-05,,
43,Cravate,,99.71,2025-03-30,,
33,Lunettes de soleil,,70.41,invalid_date,,
12,Pull,,22.76,02/12/2024,,
63,Chaussures,,14.79,2024-02-19,,
64,Pantalon,17.1,21.13,2024-10-13,361.32300000000004,0.1835146015096709
37,Chaussures,,60.69,invalid_date,,
13,Pull,1.5,45.48,27/07/2024,68.22,0.03464868307577914
78,Chaussures,7.8,84.88,09/09/2024,662.064,0.336259831601915
87,Cravate,13.3,93.76,12/05/2025,1247.008,0.633350703385535
60,Lunettes de soleil,,37.04,invalid_date,,
39,Cravate,,61.17,2024-11-10,,
24,Cravate,,88.45,26/05/2023,,
87,Lunettes de soleil,16.3,21.26,2024-10-13,346.53800000000007,0.17600535525819927
15,Chemise,14.2,87.31,09/09/2023,1239.802,0.6296908029128867
84,Chaussures,,85.79,2024-12-17,,
39,Montre,,11.96,2023-06-14,,
32,Cravate,,14.58,2023-11-05,,
63,Lunettes de soleil,,30.87,invalid_date,,
21,Robe,,40.95,invalid_date,,
92,Lunettes de soleil,,81.64,invalid_date,,
27,Robe,14.1,70.04,2023-09-19,987.5640000000001,0.5015800652748279
99,Chemise,,90.67,invalid_date,,
7,Montre,16.2,97.72,invalid_date,1583.0639999999999,0.8040322900128295
94,Robe,,75.93,2023-11-05,,
83,Pull,7.4,21.07,18/08/2023,155.918,0.07919016956624644
54,Chemise,,40.72,2024-02-14,,
35,Pull,,42.46,2023-08-16,,
59,Pull,,23.1,invalid_date,,
67,Pantalon,,46.15,21/10/2024,,
8,Lunettes de soleil,15.4,91.23,invalid_date,1404.942,0.7135647918184008
81,Pull,3.4,50.39,31/01/2024,171.326,0.08701583518969419
92,Chaussures,14.6,19.47,22/12/2024,284.262,0.14437560757090487
59,Pantalon,,84.56,2024-04-20,,
8,Lunettes de soleil,,29.33,12/03/2024,,
19,Chaussures,,21.64,invalid_date,,
78,Lunettes de soleil,,61.46,invalid_date,,
70,Chemise,,76.23,2024-04-19,,
91,Chemise,,60.49,invalid_date,,
72,Pantalon,4.7,96.16,10/04/2024,451.952,0.2295447319475892
32,Montre,,46.16,07/06/2023,,
22,Chemise,,26.33,05/05/2025,,
35,Chemise,,15.89,26/11/2023,,
82,Cravate,18.4,34.22,2024-04-24,629.6479999999999,0.319795866333893
98,Chaussures,,50.14,2024-03-28,,
1,Montre,,68.78,2025-03-28,,
81,Cravate,,14.09,04/02/2024,,
89,Chaussures,13.3,64.79,2024-07-07,861.7070000000001,0.43765776527675787
87,Chaussures,,78.62,invalid_date,,
36,Montre,4.2,69.39,2023-09-12,291.438,0.14802027115565702
76,Chaussures,15.2,33.37,invalid_date,507.22399999999993,0.2576171742074025
72,Montre,,67.69,31/12/2024,,
56,Lunettes de soleil,,54.6,invalid_date,,
51,Cravate,7.4,99.12,invalid_date,733.488,0.37253581430499993
16,Pantalon,19.5,43.97,2025-04-06,857.415,0.43547787451508607
8,Montre,,15.92,invalid_date,,
77,Chemise,,81.56,20/09/2024,,
84,Chemise,,62.9,2024-01-22,,
2,Pantalon,12.3,91.39,invalid_date,1124.097,0.570924665778864
44,Robe,8.0,56.59,2024-08-23,452.72,0.22993479627772992
31,Chemise,9.0,97.89,2024-02-19,881.01,0.4474616868453853
73,Pull,,39.58,07/05/2024,,
6,Montre,5.2,67.49,05/07/2023,350.948,0.17824517777892904
52,Chaussures,16.7,42.65,20/07/2023,712.255,0.3617516529483886
23,Pull,17.1,26.07,2024-09-10,445.797,0.22641863044756838
34,Pantalon,1.4,44.1,15/03/2024,61.739999999999995,0.031357515290217006
27,Robe,,82.85,invalid_date,,
80,Lunettes de soleil,17.7,20.66,2024-07-25,365.68199999999996,0.18572852132097725
25,Lunettes de soleil,,63.96,2024-12-15,,
7,Robe,,28.83,09/02/2025,,
64,Montre,,67.43,2024-09-02,,
49,Chaussures,,32.91,2023-07-09,,
97,Pantalon,,30.72,09/02/2025,,
10,Pull,,85.83,16/06/2024,,
30,Pantalon,,13.45,03/10/2023,,
26,Pull,,27.16,invalid_date,,
52,Chemise,10.0,87.89,2024-04-27,878.9,0.44639002573002473
57,Montre,17.2,43.72,03/05/2025,751.9839999999999,0.38192986358922165
88,Lunettes de soleil,,39.35,invalid_date,,
27,Lunettes de soleil,,26.95,01/07/2023,,
73,Montre,,18.39,invalid_date,,
71,Chaussures,,12.42,2024-10-05,,
50,Robe,,69.36,02/02/2024,,
21,Pantalon,,53.04,17/03/2024,,
78,Robe,,34.79,2024-12-04,,
90,Robe,8.4,47.35,invalid_date,397.74,0.20201065972677215
94,Lunettes de soleil,9.7,72.87,16/08/2024,706.8389999999999,0.3590008867868756
9,Cravate,,99.32,17/02/2024,,
10,Pantalon,,46.91,12/10/2024,,
91,Chaussures,,53.63,2024-08-26,,
10,Chemise,13.9,49.66,2024-03-09,690.274,0.3505875851869008
92,Chemise,18.0,49.79,invalid_date,896.22,0.4551867890087186
67,Pantalon,,49.96,2025-02-11,,
99,Lunettes de soleil,15.6,43.72,2024-10-23,682.0319999999999,0.34640150418557314
12,Chemise,9.0,40.34,invalid_date,363.06000000000006,0.18439681731885632
86,Pantalon,5.2,81.72,invalid_date,424.944,0.2158274696709747
81,Cravate,,94.5,2024-10-04,,
43,Chemise,,44.41,invalid_date,,
80,Pantalon,,54.89,2023-09-19,,
37,Chemise,,40.85,invalid_date,,
25,Chemise,13.1,94.44,2024-07-03,1237.164,0.6283509725705545
59,Robe,,16.47,invalid_date,,
76,Pantalon,8.8,99.32,25/04/2024,874.016,0.44390946038053625
19,Robe,5.7,11.11,invalid_date,63.327,0.032163546659921806
92,Lunettes de soleil,8.6,56.67,19/01/2025,487.36199999999997,0.247529338627644
35,Cravate,,72.91,2024-01-17,,
56,Chaussures,4.4,73.36,28/02/2025,322.78400000000005,0.16394078742205068
24,Pantalon,9.6,26.71,invalid_date,256.416,0.13023272822572537
24,Cravate,,49.67,invalid_date,,
22,Pantalon,,21.22,14/05/2024,,
13,Chemise,,75.27,2025-02-14,,
78,Pantalon,,95.6,02/09/2024,,
82,Pull,,71.01,invalid_date,,
90,Pantalon,,64.65,invalid_date,,
58,Pantalon,10.2,31.9,invalid_date,325.37999999999994,0.16525928612132829
99,Robe,,69.93,invalid_date,,
18,Montre,,88.47,invalid_date,,
76,Cravate,15.1,61.56,23/06/2024,929.556,0.47211801883888826
99,Pull,16.2,56.78,2024-04-25,919.836,0.4671812671605451
64,Montre,,23.13,invalid_date,,
92,Cravate,17.1,73.04,2024-04-08,1248.9840000000002,0.6343543064016263
62,Robe,18.0,29.63,invalid_date,533.34,0.27088139301723907
84,Chemise,7.9,71.05,06/08/2023,561.295,0.2850796330551078
7,Pantalon,,63.41,invalid_date,,
89,Chaussures,,79.83,20/06/2023,,
84,Lunettes de soleil,,43.06,2023-12-30,,
74,Chaussures,2.9,74.24,31/12/2024,215.296,0.10934803388277552
90,Chemise,,15.75,2024-11-20,,
16,Chemise,3.4,68.74,invalid_date,233.71599999999998,0.1187034830509938
22,Lunettes de soleil,19.6,32.35,invalid_date,634.0600000000001,0.3220367046471493
69,Cravate,14.1,31.34,2024-07-21,441.894,0.22443631133228303
94,Lunettes de soleil,,33.46,14/04/2024,,
59,Pantalon,,94.62,invalid_date,,
27,Pantalon,,99.58,invalid_date,,
43,Pantalon,,80.03,2024-04-12,,
36,Chemise,2.9,44.08,2025-01-27,127.832,0.06492539511789797
74,Robe,11.5,90.69,01/03/2025,1042.935,0.5297027892646983
97,Lunettes de soleil,,52.92,13/06/2024,,
12,Pantalon,2.5,95.04,invalid_date,237.60000000000002,0.1206761521372783
8,Pantalon,,82.75,23/05/2023,,
87,Chaussures,10.1,46.49,invalid_date,469.549,0.23848218249119058
1,Lunettes de soleil,,31.98,invalid_date,,
66,Pull,,54.6,22/10/2024,,
15,Pull,18.4,84.86,01/07/2024,1561.424,0.7930414148770942
40,Chemise,,15.17,invalid_date,,
59,Pull,6.7,10.46,21/01/2025,70.08200000000001,0.035594385917865054
46,Chemise,,27.78,25/07/2024,,
57,Montre,,77.24,26/09/2024,,
35,Pantalon,,81.98,23/02/2024,,
97,Lunettes de soleil,,21.83,2025-01-23,,
17,Chaussures,7.5,79.06,2024-02-13,592.95,0.3011570892668315
63,Pantalon,15.5,65.59,2024-09-20,1016.6450000000001,0.5163501965050643
61,Pantalon,14.3,26.98,2024-12-13,385.814,0.19595348889180086
16,Chaussures,,99.14,02/09/2023,,
54,Cravate,7.1,26.36,2023-10-04,187.15599999999998,0.09505583303621402
85,Pull,,35.21,03/11/2024,,
24,Robe,,40.09,2024-05-16,,
14,Chaussures,13.0,13.69,2023-09-03,177.97,0.09039029796242179
93,Montre,19.8,58.02,2024-05-11,1148.796,0.5834691955837406
58,Pantalon,18.3,53.45,2023-06-25,978.1350000000001,0.49679111140907706
77,Robe,14.2,36.07,invalid_date,512.194,0.26014141863552653
100,Lunettes de soleil,,28.62,2025-05-15,,
16,Chaussures,5.3,36.27,04/12/2023,192.23100000000002,0.09763340657197452
18,Robe,17.6,67.82,2023-06-19,1193.632,0.6062412324407566
33,Cravate,16.5,39.18,invalid_date,646.47,0.32833969727351137
19,Montre,2.8,51.35,2025-01-31,143.78,0.07302532472347589
73,Montre,18.9,68.28,11/04/2025,1290.492,0.6554360644946992
21,Chaussures,16.5,16.25,19/12/2024,268.125,0.1361796855715814
32,Montre,,19.02,invalid_date,,
97,Chemise,,44.56,2024-03-17,,
98,Chemise,3.5,34.09,2023-10-14,119.31500000000001,0.060599642644189225
57,Chaussures,,23.91,invalid_date,,
89,Robe,12.9,11.91,2025-01-30,153.639,0.07803267398240446
70,Robe,,22.77,2023-12-15,,
30,Lunettes de soleil,,68.98,invalid_date,,
10,Pull,3.2,90.6,2024-04-20,289.92,0.14724928462811332
92,Pantalon,16.0,80.0,09/08/2023,1280.0,0.6501072169011625
19,Lunettes de soleil,,83.32,invalid_date,,
55,Robe,,99.53,06/01/2024,,
74,Cravate,14.4,42.55,2024-11-07,612.72,0.3111981983903752
27,Cravate,2.1,20.55,29/04/2025,43.155,0.021918263238570053
94,Chemise,,43.45,invalid_date,,
11,Cravate,,23.47,25/01/2025,,
83,Chemise,6.4,15.4,invalid_date,98.56,0.05005825570138951
31,Robe,4.1,15.88,26/04/2024,65.108,0.03306810990468819
25,Cravate,13.1,31.63,invalid_date,414.35299999999995,0.21044834034738075
40,Chemise,,96.29,04/10/2024,,
97,Lunettes de soleil,14.8,73.24,27/02/2024,1083.952,0.5505351702925382
76,Chemise,6.5,71.41,invalid_date,464.16499999999996,0.23574766901010005
12,Cravate,17.8,79.19,invalid_date,1409.582,0.7159214304796675
56,Chemise,,31.52,2024-03-05,,
9,Robe,,18.03,invalid_date,,
58,Robe,17.7,65.86,invalid_date,1165.722,0.5920658477347319
32,Chemise,3.9,36.16,invalid_date,141.02399999999997,0.07162556262208557
90,Montre,,13.45,10/12/2023,,
47,Lunettes de soleil,19.6,14.87,invalid_date,291.452,0.14802738170334187
55,Robe,5.8,17.52,11/11/2024,101.616,0.05161038668174103
52,Pantalon,,88.42,invalid_date,,
20,Montre,,87.79,invalid_date,,
53,Robe,10.9,98.94,invalid_date,1078.446,0.5477386934673367
58,Pantalon,1.7,47.82,invalid_date,81.294,0.04128891882090867
49,Cravate,7.6,97.46,21/10/2024,740.6959999999999,0.3761967305701745
47,Chemise,,55.19,invalid_date,,
37,Pantalon,19.9,18.07,invalid_date,359.59299999999996,0.1826359409743279
53,Pantalon,10.4,67.02,invalid_date,697.008,0.3540077586233168
38,Lunettes de soleil,,59.64,2025-05-11,,
54,Cravate,,12.94,2024-06-20,,
23,Lunettes de soleil,18.2,49.37,invalid_date,898.5339999999999,0.4563620609617727
21,Pull,4.9,12.31,invalid_date,60.31900000000001,0.030635794700204083
99,Chaussures,1.5,61.46,invalid_date,92.19,0.046822956504779814
94,Chaussures,,26.79,04/02/2025,,
25,Cravate,,79.34,30/08/2023,,
11,Chaussures,12.9,19.98,2024-09-08,257.742,0.13090619867073391
24,Robe,1.2,69.37,2024-05-27,83.244,0.042279316534156536
28,Chemise,7.2,17.51,18/07/2023,126.07200000000002,0.06403149769465888
53,Robe,,45.85,2025-01-17,,
42,Lunettes de soleil,,32.08,invalid_date,,
2,Pull,,90.89,22/04/2024,,
37,Cravate,11.0,60.49,invalid_date,665.39,0.3379490945733316
16,Pantalon,,63.21,invalid_date,,
52,Chemise,18.0,40.37,2023-09-24,726.66,0.36906789861984274
97,Pull,,54.44,14/02/2024,,
39,Montre,10.4,85.88,2025-05-21,893.1519999999999,0.4536285632732086
34,Pull,,34.29,2024-09-26,,
42,Montre,,78.96,09/07/2024,,
72,Cravate,13.5,72.55,15/06/2024,979.425,0.49744629758861014
59,Chaussures,17.1,92.27,01/10/2023,1577.817,0.801367358319798
50,Montre,17.5,80.2,2024-10-14,1403.5,0.7128324054068605
36,Lunettes de soleil,,95.63,2024-12-01,,
35,Chemise,,41.68,invalid_date,,
78,Montre,10.9,71.3,2023-06-26,777.17,0.3947217388742784
29,Pantalon,2.0,61.77,2025-01-09,123.54,0.06274550435622626
69,Pantalon,,45.27,2023-12-13,,
19,Chemise,,40.06,11/06/2024,,
1,Montre,,19.84,invalid_date,,
88,Robe,16.9,77.95,2024-10-01,1317.355,0.6690796818131491
51,Lunettes de soleil,,37.84,invalid_date,,
45,Robe,3.1,54.9,10/02/2024,170.19,0.0864388650346944
88,Chaussures,,66.14,10/09/2023,,
63,Robe,,11.4,2024-01-19,,
1,Chemise,,89.08,2024-12-12,,
92,Robe,3.7,48.88,26/03/2024,180.85600000000002,0.09185608657802864
52,Pantalon,,63.73,invalid_date,,
56,Pull,16.3,71.5,12/08/2023,1165.45,0.5919276999511405
80,Robe,,21.33,15/03/2024,,
98,Montre,16.9,14.92,10/09/2024,252.14799999999997,0.12806502697437053
77,Pantalon,,72.15,2024-04-10,,
29,Chaussures,,74.72,11/02/2025,,
80,Cravate,3.2,23.77,invalid_date,76.06400000000001,0.03863262136435158
8,Pantalon,,98.44,invalid_date,,
34,Montre,17.3,48.91,2025-01-03,846.143,0.4297528678362503
46,Chaussures,,34.92,22/03/2024,,
65,Cravate,,56.17,invalid_date,,
20,Pull,,51.35,05/11/2023,,
75,Pull,,16.08,invalid_date,,
98,Cravate,19.6,19.49,invalid_date,382.004,0.1940184041289935
50,Lunettes de soleil,18.5,65.07,2024-10-25,1203.7949999999998,0.611402982163699
96,Pantalon,,64.59,2023-12-29,,
42,Pantalon,,21.99,2023-05-28,,
33,Montre,,30.29,20/04/2024,,
68,Cravate,2.6,66.62,2023-09-03,173.21200000000002,0.08797372754209701
5,Chaussures,,79.69,07/12/2024,,
50,Pull,2.3,97.13,invalid_date,223.39899999999997,0.1134635173035178
74,Cravate,,45.93,invalid_date,,
90,Pantalon,,68.79,18/07/2023,,
8,Cravate,10.4,41.13,04/01/2025,427.75200000000007,0.21725364237805164
39,Cravate,1.4,12.37,invalid_date,17.317999999999998,0.008795747486167446
78,Lunettes de soleil,14.0,59.72,29/08/2023,836.0799999999999,0.424641907739628
99,Lunettes de soleil,,73.12,2023-08-05,,
8,Cravate,5.4,30.44,2024-02-09,164.376,0.08348595616042616
37,Chemise,7.0,99.83,invalid_date,698.81,0.3549229876896104
51,Montre,13.5,16.87,31/08/2024,227.745,0.11567083446340254
11,Cravate,18.3,37.44,2023-09-05,685.1519999999999,0.3479861405267697
23,Montre,,10.8,23/02/2025,,
30,Chaussures,3.8,30.94,2024-08-01,117.572,0.05971437945742459
88,Montre,12.0,59.81,2024-05-24,717.72,0.3645273060267987
53,Pull,,65.97,19/04/2025,,
6,Robe,18.7,19.56,29/03/2025,365.77199999999993,0.18577423198466558
66,Pull,,84.77,invalid_date,,
93,Chaussures,8.2,95.97,invalid_date,786.954,0.3996909959134667
65,Lunettes de soleil,11.2,86.28,invalid_date,966.3359999999999,0.49079844339953255
75,Chaussures,,40.74,2023-10-01,,
53,Lunettes de soleil,10.6,61.84,2024-09-21,655.504,0.3329280321152966
13,Chaussures,,12.15,2025-03-05,,
17,Lunettes de soleil,,21.47,invalid_date,,
38,Pantalon,,63.23,invalid_date,,
58,Lunettes de soleil,,73.01,invalid_date,,
42,Lunettes de soleil,7.1,95.82,invalid_date,680.3219999999999,0.3455330015754942
22,Robe,,98.99,2024-09-07,,
86,Robe,3.7,59.69,2024-05-22,220.853,0.11217041341740035
77,Chemise,19.2,10.6,13/12/2024,203.51999999999998,0.10336704748728483
27,Robe,,75.89,09/07/2023,,
34,Pantalon,,75.85,30/10/2023,,
59,Pantalon,,90.3,27/05/2024,,
13,Pull,4.6,95.43,2024-07-03,438.978,0.22295528582878008
20,Montre,,35.43,invalid_date,,
12,Cravate,1.1,54.16,invalid_date,59.576,0.03025842777664348
23,Chemise,,65.2,invalid_date,,
45,Montre,11.1,89.01,10/01/2025,988.0110000000001,0.50180709490448
32,Lunettes de soleil,,96.07,10/11/2024,,
52,Robe,,53.7,08/01/2024,,
82,Chemise,,29.92,invalid_date,,
27,Pantalon,,21.63,invalid_date,,
3,Lunettes de soleil,,92.1,invalid_date,,
30,Robe,,39.84,invalid_date,,
94,Cravate,18.9,86.09,invalid_date,1627.1009999999999,0.8263985177555455
51,Montre,,37.13,invalid_date,,
52,Chaussures,,87.58,2024-12-02,,
78,Robe,,56.11,28/10/2024,,
92,Pantalon,9.6,45.76,04/02/2025,439.296,0.22311679684047894
48,Montre,,39.92,2023-09-12,,
72,Chaussures,,63.41,2023-06-23,,
31,Pull,,56.3,2023-12-07,,
55,Pantalon,8.1,24.59,2024-05-28,199.179,0.10116226980871612
78,Robe,10.0,94.26,2023-09-05,942.6,0.4787430176961217
13,Chemise,12.9,16.01,30/06/2023,206.52900000000002,0.10489530734326578
94,Robe,,94.09,2024-07-07,,
79,Montre,5.0,80.5,2024-04-07,402.5,0.20442824593962336
61,Pull,,57.76,2023-05-26,,
33,Pantalon,,68.69,2024-04-02,,
47,Montre,,75.56,invalid_date,,
72,Cravate,8.3,93.99,2025-04-03,780.1170000000001,0.3962185091619408
48,Robe,10.6,64.61,invalid_date,684.866,0.34784088219549336
36,Montre,,34.68,invalid_date,,
83,Pantalon,1.7,65.16,invalid_date,110.77199999999999,0.05626068486763716
95,Chaussures,17.5,17.45,2025-01-08,305.375,0.15509882137593162
57,Chemise,,98.51,invalid_date,,
79,Chemise,,90.8,invalid_date,,
93,Pull,,47.47,2024-12-15,,
25,Chaussures,14.9,25.53,18/05/2025,380.39700000000005,0.19320221483402464
78,Cravate,,25.57,30/04/2025,,
36,Pull,,61.14,invalid_date,,
60,Pantalon,3.2,26.43,2024-04-10,84.57600000000001,0.04295583435674431
11,Cravate,6.8,77.27,05/05/2025,525.4359999999999,0.2668669809528743
42,Pull,11.7,39.01,invalid_date,456.417,0.2318124887627952
46,Chemise,,40.12,2024-09-01,,
48,Pull,,37.02,invalid_date,,
4,Chaussures,,89.79,invalid_date,,
97,Chaussures,,80.97,2023-09-03,,
85,Chaussures,4.8,37.12,2023-12-19,178.176,0.09049492459264181
28,Montre,,73.56,12/05/2024,,
87,Lunettes de soleil,12.3,41.22,2024-11-30,507.00600000000003,0.25750645282202406
78,Chaussures,,42.61,invalid_date,,
77,Lunettes de soleil,18.4,22.43,2024-02-07,412.712,0.20961488257946292
28,Robe,,44.57,05/08/2024,,
21,Lunettes de soleil,14.0,51.84,05/10/2023,725.76,0.3686107919829591
88,Pantalon,,82.32,2024-09-07,,
41,Chaussures,,71.77,17/04/2025,,
7,Pull,,70.75,invalid_date,,
10,Pull,8.1,64.84,15/12/2023,525.204,0.266749149019811
66,Pantalon,,48.03,2024-02-02,,
25,Robe,19.9,72.48,30/05/2023,1442.352,0.7325651910248637
74,Montre,,34.73,10/10/2024,,
57,Chaussures,,28.96,invalid_date,,
20,Chaussures,,47.39,18/01/2024,,
72,Montre,,92.91,21/08/2023,,
78,Pantalon,2.8,29.02,invalid_date,81.256,0.04126961876290692
58,Chaussures,18.6,46.0,invalid_date,855.6,0.4345560427973708
53,Cravate,13.1,22.47,invalid_date,294.35699999999997,0.14950282034794957
74,Lunettes de soleil,,64.88,invalid_date,,
66,Cravate,17.2,51.2,2025-04-29,880.64,0.4472737652279998
61,Cravate,,15.83,2024-12-30,,
74,Montre,,99.07,18/10/2024,,
65,Pantalon,,88.49,2025-02-21,,
61,Lunettes de soleil,,96.18,invalid_date,,
99,Chemise,,48.57,2025-01-22,,
85,Pull,3.7,81.6,18/11/2024,301.92,0.1533440397865617
29,Pull,,37.6,invalid_date,,
82,Robe,,70.6,invalid_date,,
30,Chemise,,23.35,15/09/2023,,
47,Lunettes de soleil,10.1,97.52,invalid_date,984.9519999999999,0.5002534402353388
22,Montre,,11.28,20/08/2023,,
29,Robe,4.9,35.05,invalid_date,171.745,0.08722864372397668
26,Pull,10.5,85.6,invalid_date,898.8,0.456497161367785
9,Robe,11.5,97.34,21/06/2024,1119.41,0.5685441559932268
73,Cravate,5.6,72.07,2024-05-02,403.5919999999999,0.2049828686590421
89,Montre,,59.68,invalid_date,,
25,Pantalon,18.2,57.03,2023-09-01,1037.946,0.5271688948075733
30,Cravate,,51.78,10/05/2024,,
62,Robe,,33.78,24/03/2024,,
36,Robe,12.9,97.95,14/02/2025,1263.555,0.6417548628527722
1,Pull,,54.62,2023-05-24,,
82,Chaussures,4.7,78.66,26/06/2023,369.702,0.18777026429905747
27,Chaussures,7.2,78.98,2024-11-16,568.6560000000001,0.2888182574485527
42,Lunettes de soleil,,60.23,2023-09-04,,
80,Montre,17.3,16.7,08/12/2024,288.91,0.14673630940227725
93,Montre,,95.68,invalid_date,,
50,Montre,,15.34,invalid_date,,
44,Robe,,93.12,04/05/2024,,
18,Pantalon,,84.19,invalid_date,,
68,Robe,14.1,79.49,invalid_date,1120.809,0.5692547028654492
74,Pull,13.1,60.88,invalid_date,797.528,0.4050614910005862
21,Pantalon,,64.9,2024-07-05,,
99,Lunettes de soleil,,50.62,invalid_date,,
52,Robe,,11.7,08/06/2023,,
59,Cravate,,90.39,2024-10-26,,
99,Chaussures,4.9,19.08,2024-07-17,93.492,0.04748423743947147
70,Pull,,88.35,invalid_date,,
27,Cravate,,99.19,2025-02-19,,
